Date,SHA Inflow,SHA Outflow,KWK Outflow,SHA Elev,KWK Elev,SHA Storage,SAC Flow,SAC Temp,MCC Flow,MCC Temp,PIT Flow,PIT Temp,SQW Flow,SQW Temp,Upper Gate Ops,Middle Gate Ops,Lower Gate Ops,Side Gate Ops,SPP Temp,Air Temp,Dew Point,Wind Speed,Cloud Cover,Solar Rad,Precip,Mid Prof Temp,Low Prof Temp,SideProf Temp,SHA Temp,KWK Temp
314,128.74228,161.95513,163.52556,310.7439,176.69411,3268638,23.80751,8.56,15.90596,7.06,88.39166,7.28,0.42475,7.06,0,4,2,0,13.22454,8.04402,4.88666,1.42664,3.26397,98.86401,5.28125,14.15873,10.55556,9.10317,10.32473315,10.42036394
315,123.89638,151.01643,161.56547,310.71951,176.84045,3266713,20.79842,8.44,13.50832,6.78,89.05772,7.5,0.42475,6.78,0,4,2,0,13.19676,8.054,1.98264,1.84587,2.1655,143.87636,1.52344,14.12698,10.59259,9.12698,10.37072402,10.41626479
316,97.65483,161.75676,162.91156,310.66159,177.07393,3262144,18.07382,8.61,11.27672,6.89,67.92412,7.67,0.42475,6.89,0,4,2,0,13.23843,9.10197,1.90986,2.84014,2.38935,146.03831,0.01563,14.09524,10.62963,9.15079,10.40226337,10.44790059
317,97.39979,148.91937,166.50111,310.6128,176.92658,3258313,15.31887,9.11,12.57652,7.56,69.02742,7.67,0.42475,7.56,0,4,2,0,13.27083,10.03332,2.17511,3.64611,3.73663,141.84462,0.01563,14.06349,10.66667,9.1746,10.40300283,10.5163966
318,88.81319,150.19461,165.94615,310.55793,176.64164,3254003,11.45402,10.61,10.83592,8.33,66.15732,7.78,0.42475,8.33,0,4,2,0,13.32639,13.8796,7.68345,3.48782,1.98086,134.8927,0.00781,14.03175,10.7037,9.19841,10.50599601,10.6485661
319,102.6991,148.77768,162.73444,310.51524,176.88034,3250652,9.87895,9.89,10.3442,8.06,82.1207,7.67,0.42475,8.06,0,4,2,0,13.05093,13.99469,8.19916,3.60153,1.67545,135.09523,0.00781,14,10.74074,9.22222,10.49107832,10.67644033
320,101.84895,155.57894,162.84071,310.46646,176.34769,3246821,9.64332,8.56,10.54872,7.28,81.24112,7.56,0.42475,7.28,0,4,2,0,11.59259,11.91904,4.29293,3.22854,4.94108,141.55733,0.24219,13.96825,10.77778,9.24603,10.17402906,10.6640625
321,81.81355,161.72842,161.9079,310.39329,176.39444,3241075,8.7657,8.11,9.4272,7.56,63.2862,7.28,0.42475,7.56,0,4.5,1.5,0,10.58333,9.58181,1.19736,2.01182,3.82435,120.68353,0.00279,13.93651,10.81481,9.26984,10.4498296,10.62758809
322,92.32718,149.54282,164.38752,310.34146,176.73653,3237014,8.73668,8.39,9.42128,8.17,73.80888,6.78,0.42475,8.17,0,5,1,0,13.09722,7.71984,3.46474,1.82889,9.42283,46.00212,0.00355,13.90476,10.85185,9.29365,10.16401749,10.64375965
323,114.34627,154.19035,162.51009,310.30488,176.35899,3234155,8.67713,6.39,9.34948,6.56,95.96858,6.89,0.42475,6.56,0,5,1,0,11.57639,8.64324,3.46733,1.63339,7.52998,90.25085,0.07031,13.87302,10.88889,9.31746,10.39780059,10.60297711
324,195.19631,143.93178,166.59557,310.35061,176.19525,3237729,23.02997,4.61,32.57212,4.06,137.43002,7,1.20722,4.06,0,5,0.5,0,10.22685,4.69522,1.62111,5.14813,9.2674,86.80459,0.05941,13.84127,10.92593,9.34127,10.6852653,10.53952868
325,150.56301,161.38836,160.75074,310.33841,176.37487,3236776,17.737,6.11,18.402,5.67,113.492,6.94,0.42475,5.67,0,5,0,0,10.95833,4.63239,2.38152,3.64182,8.68837,86.46991,30.45313,13.80952,10.96296,9.36508,10.62748987,10.5117509
326,142.88325,151.49818,164.49379,310.32927,176.67607,3236061,16.61424,6.33,19.04704,6.33,106.28384,6.89,0.42475,6.33,0,5,0,0,12.4375,5.32755,3.05621,4.99193,9.41603,80.34289,3.81253,13.77778,11,9.38889,10.35246279,10.58196695
327,188.16834,155.94734,162.91156,310.35671,176.21545,3238205,24.06963,4.78,30.07948,4.72,132.71358,6.83,0.42475,4.72,0,5,0,0,9.49306,3.59344,-1.82014,4.99067,4.8102,90.24895,5.28906,13.72963,11.0037,9.44074,10.58777624,10.48683449
328,163.28704,161.70008,163.49014,310.35671,176.39215,3238205,16.84185,4.17,20.2926,4.17,125.3021,6.83,0.42475,4.17,0,5,0,0,9.779,-0.63053,-6.50709,2.91825,0.88651,127.70871,1.32031,13.68148,11.00741,9.49259,10.73877432,10.42234118
329,126.98529,153.42521,159.629,310.33232,176.56745,3236299,13.15631,4.5,13.91076,4.5,99.42246,6.78,0.42475,4.5,0,5,0,0,10.68519,1.1564,-5.08592,1.80686,1.26141,126.15363,0.02467,13.63333,11.01111,9.54444,10.56171569,10.51385674
330,127.5804,157.42095,159.75889,310.30488,176.61344,3234155,13.57853,4.5,15.56388,4.39,97.74098,6.67,0.42475,4.39,0,5,0,0,11.09954,2.04094,-3.10269,1.54242,7.58945,82.84248,0.22656,13.58519,11.01481,9.5963,10.66305047,10.5587545
331,149.57116,154.78546,161.99055,310.29878,176.8858,3233679,16.96545,4.61,19.9282,4.61,111.6497,6.61,0.42475,4.61,0,5,0,0,12.37963,2.83642,1.09074,2.98087,7.91372,34.52263,1.52581,13.53704,11.01852,9.64815,10.73429532,10.53761574
332,116.32997,145.37704,162.2149,310.27134,176.93814,3231535,13.67464,4.22,14.90544,4.06,87.07024,6.61,0.42475,4.06,0,5,0,0,12.26389,2.57964,-1.41876,1.79214,2.62594,112.28906,17.45313,13.48889,11.02222,9.7,10.67743199,10.52139596
333,112.41925,154.87048,161.86067,310.23171,176.91781,3228438,11.24924,4.72,10.92704,4.56,89.85384,6.61,0.42475,4.56,0,5,0,0,11.76387,3.27443,-2.0453,1.01039,4.64243,122.30795,0.946,13.44074,11.02593,9.75185,10.6856448,10.55144033
334,90.93858,152.00828,160.21939,310.17683,176.94118,3224150,11.24534,5.89,11.10264,5.5,68.18644,6.39,0.42475,5.5,0,5,0,0,11.65972,5.38415,0.55406,2.949,9.59558,93.66924,0.02418,13.39259,11.02963,9.8037,10.64799566,10.63892104
335,89.26661,146.34056,165.80446,310.125,176.89634,3220100,10.56591,6.17,9.57236,5.78,68.84606,6.17,0.42475,5.78,0,5,0,0,11.69676,6.42971,1.61191,1.06595,9.81459,45.87229,0.3125,13.34444,11.03333,9.85556,10.7086223,10.69071502
336,129.47909,146.08551,164.26945,310.10976,177.02401,3218909,18.58733,6.17,17.09868,5.72,93.02178,5.89,0.42475,5.72,0,5,0,0,11.76157,6.43139,5.19074,2.00594,9.97199,45.23352,1.28906,13.2963,11.03704,9.90741,10.55495099,10.656893
337,124.15143,159.99976,166.74908,310.07622,176.93204,3216288,23.21895,6.72,17.2642,6.22,83.0907,5.67,0.42475,6.22,0,5,0,0,11.38194,7.21067,6.34131,1.057,9.45312,57.45191,17.18053,13.24815,11.04074,9.95926,10.31552841,10.6841403
338,162.63525,172.63878,163.39567,310.06707,176.50114,3215573,27.09163,7.06,27.47148,6.72,106.70558,5.61,0.42475,6.72,0,5,0,0,11.04861,7.62848,6.76418,2.47482,9.85072,34.66904,3.69531,13.2,11.04444,10.01111,10.44618056,10.73955118
339,218.32061,142.82657,163.02963,310.13415,176.52261,3220815,46.97602,7.61,38.87792,7.5,130.44932,5.67,3.3403,7.5,0,5,0,0,11.34491,7.28252,6.42464,2.96795,9.18719,60.39812,6.09721,13.15185,11.04815,10.06296,10.67382009,10.76702353
340,408.41598,147.36075,167.38669,310.36585,176.66095,3238920,161.03582,7.83,83.86872,7.67,152.89612,5.56,18.55947,7.67,0,5,0,0,11.40278,8.36776,7.50738,5.46584,9.67872,38.67926,30.46094,13.1037,11.05185,10.11481,10.70209619,10.78001222
341,360.77878,145.09366,165.42661,310.55793,176.91552,3254003,94.1638,8,60.7248,7.83,198.9608,5.33,10.73051,7.83,0,5,0,0,11.23148,8.94189,6.96454,2.83486,9.54482,78.98874,15.4375,13.05556,11.05556,10.16667,10.70352688,10.79086291
342,374.12626,140.75785,161.34112,310.76524,176.69538,3270323,99.95608,8.44,62.19368,8.28,207.12928,5.11,11.22739,8.28,0,5,0,0,11.24769,9.14143,8.09097,4.63303,9.40902,52.17456,2.24219,12.97619,11.00397,10.12698,10.72438467,10.83762539
343,401.0196,156.48578,163.8916,310.98171,176.53366,3287411,107.18561,8.83,72.70356,8.83,213.08626,5,14.7826,8.83,0,5,0,0,11.3125,9.1617,7.95483,2.36015,9.17745,56.49984,18.28125,12.89683,10.95238,10.0873,10.81416203,10.83314043
344,458.57531,140.41779,161.74259,311.2622,176.48501,3309581,111.22266,8.94,95.57536,8.89,238.65156,4.94,22.51951,8.89,0,5,0,0,11.5,10.40191,8.98149,2.54257,8.41009,65.07924,7.6875,12.81746,10.90079,10.04762,10.80098687,10.80338542
345,345.47593,144.66858,193.56448,311.43902,176.33092,3323623,78.15654,8.94,65.55784,8.83,194.17564,4.83,12.3654,8.83,0,5,0,0,11.32176,10.66613,9.87799,1.4323,8.08207,32.98337,1.89063,12.7381,10.84921,10.00794,10.66910365,10.78171618
346,319.46109,190.18038,198.66543,311.55183,176.05285,3332586,61.54675,8.94,48.733,8.72,205.7355,4.72,6.67401,8.72,0,5,0,0,10.49537,11.77989,8.92504,0.80188,3.41848,106.10926,0.35938,12.65873,10.79762,9.96825,11.1349955,10.72334748
347,269.3301,195.64973,201.91256,311.61585,176.20135,3337685,54.21697,8.56,39.13412,8.67,174.61202,4.67,3.42696,8.67,0,5,0,0,10.64352,10.83015,8.96759,1.6852,9.34931,41.37989,0.14063,12.57937,10.74603,9.92857,11.90602495,11.14589763
348,334.42388,326.85747,388.99459,311.62195,176.30666,3338172,89.66838,6.89,48.33448,7.33,193.73108,4.61,6.5392,7.33,0,4,1,0,10.79167,9.99979,7.25598,4.38413,7.42515,72.66906,10.42969,12.5,10.69444,9.88889,12.10868377,11.67566872
349,316.17382,398.41245,432.75411,311.54878,177.02947,3332344,72.37078,5.83,43.16488,5.89,198.50948,4.61,4.79046,5.89,0,3,2,0,11.45139,5.42435,0.56584,0.94272,0.27847,116.45535,12.25781,12.42063,10.64286,9.84921,12.10230195,11.79005916
350,242.32341,368.77027,434.87951,311.43598,176.86687,3323381,58.14251,5.56,35.63596,5.39,147.30166,4.94,2.24363,5.39,0,3,2,0,10.96759,3.23055,-1.61284,1.29712,3.31334,113.72285,0.01861,12.34127,10.59127,9.80952,12.02478781,11.7653678
351,293.24789,379.17054,433.58066,311.35976,176.81009,3317325,53.72467,6.11,34.19332,5.72,203.80022,5.33,1.75563,5.72,0,3,2,0,10.8499,3.71161,0.35572,2.12919,7.48138,72.49465,0.0334,12.2619,10.53968,9.76984,11.88512731,11.74869792
352,310.59111,379.22721,427.91294,311.29878,176.37716,3312480,58.12261,7.11,39.06556,7.06,211.47826,5.78,3.40377,7.06,0,3,2,0,10.7037,5.40058,4.09232,5.25415,9.45032,58.18853,12.66406,12.18254,10.4881,9.73016,11.73201196,11.68483153
353,419.72308,356.81138,422.12714,311.35366,175.61319,3316841,67.16896,6.78,66.03016,7.11,281.41736,6,12.52517,7.11,0,3,2,0,9.14583,6.50294,4.6892,5.55402,9.50505,65.83335,9.94676,12.10317,10.43651,9.69048,11.57663002,11.50509581
354,483.76833,379.53894,423.54407,311.44512,175.43496,3324108,87.7376,6.94,97.0596,7.72,286.5316,6.17,23.02159,7.72,0,3,2,0,8.01852,5.66564,3.87981,5.89668,9.34338,79.5043,15.38281,12.02381,10.38492,9.65079,11.46733539,11.29790381
355,587.60098,385.66008,429.44794,311.62195,176.08371,3338172,133.5041,7.78,120.9636,7.94,313.9506,6.28,31.10767,7.94,0,3,2,0,9.51389,6.05273,4.55775,5.34943,8.63225,80.65444,17.58594,11.94444,10.33333,9.61111,11.48601466,11.2026749
356,697.27138,351.93714,438.53991,311.92378,176.84146,3362286,192.22427,7.72,154.39492,8.06,323.25382,6.44,42.41658,8.06,0,3,2,0,10.61111,7.36237,6.04576,1.76131,6.31811,50.66947,23.63494,11.86508,10.28175,9.57143,11.50049833,11.17692258
357,470.08078,354.51595,437.00491,312.02439,176.91019,3370360,108.03522,7.83,97.10112,8,249.93652,6.5,23.03564,8,0,3,2,0,10.18981,5.97559,4.24331,2.67986,9.32293,75.00452,15.82031,11.78571,10.23016,9.53175,11.45126029,11.29153807
358,380.70082,331.1366,381.03616,312.06707,176.28697,3373786,75.24984,7.72,67.12464,7.83,230.88344,6.56,12.8954,7.83,0,3,2,0,10.24537,6.04905,4.02022,3.65318,7.47193,66.85415,0.10156,11.70635,10.17857,9.49206,11.31523277,11.29602302
359,443.04575,287.35346,317.62853,312.20122,175.96405,3384554,90.71898,7.56,76.94208,7.61,268.38068,6.67,16.21638,7.61,0,3,2,0,9.9686,6.57692,5.46185,5.73376,9.26115,41.45607,0.10156,11.62698,10.12698,9.45238,10.74864969,11.04549254
360,552.82951,246.12079,305.46655,312.46646,176.15841,3405950,145.03646,7.83,121.36016,8.17,266.51236,6.67,31.24181,8.17,0,3,2,0,9.37269,4.87923,3.75766,5.57587,8.8126,48.99475,32.07813,11.54762,10.0754,9.4127,10.95899241,10.8630562
361,502.95356,287.55183,310.07157,312.65244,176.55945,3421013,111.74561,7.78,105.66356,7.94,268.36626,6.56,25.93208,7.94,0,3,2,0,9.35417,6.20981,5.02193,1.16789,8.47912,57.79708,8.41406,11.46825,10.02381,9.37302,11.08457112,10.84154771
362,588.16775,244.61884,316.68391,312.94817,176.50521,3445045,112.87276,7.22,119.17496,7.5,341.86816,6.44,30.50262,7.5,0,3,2,0,9.88889,6.31365,5.85797,5.08903,9.92686,35.1855,0.89844,11.38889,9.97222,9.33333,11.01875965,10.67677791
363,712.97096,253.63052,325.6578,313.34146,176.73514,3477182,150.89038,6.5,149.14648,6.78,391.44308,6.33,40.64118,6.78,0,3,2,0,9.31713,4.32877,0.08748,4.26497,5.56455,94.26266,52.99219,11.30952,9.92063,9.29365,10.89223251,10.53465792
364,507.85614,369.13867,450.7019,313.45732,177.30615,3486686,95.05992,5.72,95.54232,6,304.54672,6.33,22.50834,6,0,3,2,0,9.6412,2.23096,-2.71297,1.74674,4.11803,75.60871,2.38498,11.23016,9.86905,9.25397,10.85444064,10.47297006
365,390.76103,354.28924,440.193,313.4878,176.75076,3489195,70.39892,5.78,69.35632,6,243.97072,6.33,13.65032,6,0,3,2,0,9.54167,3.8065,-1.34449,1.4767,7.78225,9.38026,0.63489,11.15079,9.81746,9.21429,10.77364298,10.49846308
1,332.55353,371.54745,438.53991,313.45427,176.44752,3486435,58.44554,6.28,55.31184,6.39,214.88964,6.28,8.89945,6.39,0,5,0,0,9.29749,1.6201,-0.1431,1.86991,9.56921,49.11719,1.10156,11.07143,9.76587,9.1746,10.74756916,10.50024742
2,313.68002,400.16944,436.5326,313.37805,176.42746,3480177,50.23194,5.78,45.07624,5.83,216.53204,6.33,5.43702,5.83,0,5,0,0,8.67593,3.12827,0.94789,1.40193,3.63948,98.37775,4.00781,10.99206,9.71429,9.13492,10.71838027,10.53076775
3,254.56569,402.06813,437.94953,313.25,176.75534,3469693,45.16931,5.33,40.03876,5.33,167.69046,6.5,3.73298,5.33,0,5,0,0,9.43287,2.90451,-0.19068,1.44788,0.55531,118.7933,1.10938,10.9127,9.6627,9.09524,10.60669046,10.46793017
4,199.36209,362.79082,438.89415,313.10976,176.74441,3458210,38.95237,5.11,31.81252,5.11,127.41842,6.5,0.95027,5.11,0,5,0,0,8.4838,2.50915,-1.25502,0.69258,0.87604,121.56473,0.01563,10.83333,9.61111,9.05556,10.5232446,10.35014789
5,209.2806,407.59416,438.30376,312.93902,176.09591,3444300,37.23096,5.22,31.50216,5.17,139.22936,6.44,0.84528,5.17,0,5,0,0,7.80591,2.47896,-1.44917,1.11295,1.81424,105.55741,0.00781,10.79206,9.56349,9.01587,10.42023534,10.3049447
6,192.36245,357.8599,372.65266,312.79573,176.79141,3432630,33.07774,5.28,25.70304,5.22,132.61484,6.44,0.42475,5.22,0,5,0,0,9.20833,4.07799,-1.87423,1.15461,0.43697,121.78735,0,10.75079,9.51587,8.97619,10.26091499,10.18537809
7,197.23669,323.74022,341.12596,312.68598,177.14558,3423732,32.7085,5.56,26.386,5.44,137.061,6.5,0.42475,5.44,0,5,0,0,9.44907,3.61424,-2.57602,1.32202,1.37743,124.33839,0,10.70952,9.46825,8.93651,10.15932034,10.0235661
8,191.51229,311.38459,336.99325,312.58232,177.08359,3415328,31.32384,4.78,24.74864,4.78,134.44744,6.61,0.42475,4.78,0,5,0,0,9.8588,2.99477,-1.77996,2.13907,3.29885,112.60963,0,10.66825,9.42063,8.89683,10.12438915,9.886943801
9,184.59767,286.75834,294.37907,312.4939,176.58689,3408163,29.56194,3.89,23.02624,3.89,131.11204,6.72,0.42475,3.89,0,5,0,0,9.11937,0.37428,-4.6699,3.03042,0.96481,124.63464,0.05469,10.62698,9.37302,8.85714,10.1025007,9.837030607
10,163.11701,234.61531,250.37158,312.42988,176.75699,3402999,29.08122,4.5,23.82712,4.44,109.19252,6.78,0.42475,4.44,0,5,0,0,9.76852,0.16805,-5.66777,1.55243,5.16494,123.27454,0.00272,10.58571,9.3254,8.81746,10.03614114,9.828317901
11,177.96644,201.74253,224.64248,312.40854,176.25254,3401277,28.96102,4.89,23.70792,4.72,124.25932,6.78,0.42475,4.72,0,5,0,0,7.51361,2.33018,-1.49936,1.8578,9.88923,64.42217,0.03906,10.54444,9.27778,8.77778,9.895953704,9.786554784
12,155.86233,207.35357,225.29191,312.3628,175.86484,3397588,28.55149,5.94,22.53804,5.56,103.86234,6.67,0.42475,5.56,0,5,0,0,7.38889,3.34597,2.14793,1.63755,9.66343,42.86244,5.47656,10.50317,9.23016,8.7381,9.652680327,9.745322145
13,203.86792,213.58807,228.20843,312.35366,175.93941,3396850,40.4172,6.67,32.7912,6.44,129.0652,6.61,1.28133,6.44,0,5,0,0,8.70602,6.71271,6.20764,1.39031,9.1491,38.82903,2.67188,10.4619,9.18254,8.69841,10.0021906,9.75626929
14,213.33302,179.86513,198.42927,312.3811,175.9093,3399064,43.64463,6.89,29.30948,6.67,139.16358,6.61,0.42475,6.67,0,5,0,0,8.16675,9.2029,7.24453,2.05024,4.64368,88.76559,15.71094,10.42063,9.13492,8.65873,9.949328353,9.710487397
15,200.83569,168.38799,172.83007,312.40854,176.74428,3401277,42.70425,7.5,29.103,7.39,127.8805,6.72,0.42475,7.39,0,5,0,0,8.59491,11.12961,7.40687,1.37815,5.9839,109.88269,0.59375,10.37937,9.0873,8.61905,9.891573431,9.765833976
16,241.01984,133.53151,170.46852,312.5,176.84057,3408655,49.14629,7.28,32.09884,7.44,158.46914,6.89,1.04712,7.44,0,5,0,0,8.54398,12.72124,10.00597,0.57149,8.75028,49.49167,0.15625,10.3381,9.03968,8.57937,9.73749357,9.675877701
17,270.37863,146.5956,171.51941,312.60671,176.71875,3417306,58.98776,6.78,35.35496,6.94,174.67816,6.83,2.14858,6.94,0,5,0,0,8.55787,12.82835,9.40555,2.49402,3.03024,129.34363,0.22656,10.29683,8.99206,8.53968,9.824315201,9.592222865
18,239.43287,143.67673,171.33048,312.68902,176.9516,3423979,54.78976,6.5,34.31696,6.61,149.12016,6.56,1.79745,6.61,0,5,0,0,8.62037,9.62938,3.29175,2.30136,4.10838,119.36347,0.05475,10.25556,8.94444,8.5,9.836805556,9.56555427
19,210.0174,155.80565,169.09882,312.73476,177.09261,3427686,49.98857,6.11,29.78772,6.28,129.23762,6.17,0.42475,6.28,0,5,0,0,9.27778,8.75874,2.75474,3.83351,1.93318,134.41835,0.00781,10.21429,8.89683,8.46032,9.85773534,9.657229183
20,203.15946,152.09329,164.29306,312.77439,177.28557,3430899,45.69677,6.11,26.57492,6.11,129.97882,5.83,0.42475,6.11,0,5,0,0,9.4537,6.47979,-0.08946,2.64939,0.4549,139.25502,0,10.17302,8.84921,8.42063,9.826260288,9.764715708
21,247.39602,154.87048,158.28292,312.85366,177.15485,3437345,42.30684,6.89,24.87664,6.89,179.36544,5.83,0.42475,6.89,0,5,0,0,9.20602,8.44326,1.82829,1.97067,1.53322,135.83142,0.00936,10.13175,8.80159,8.38095,9.802951389,9.843226511
22,238.27099,134.09828,151.32815,312.94207,177.13999,3444549,42.39,6.17,23.35,6.33,171.72,6.17,0.42475,6.33,0,5,0,0,9.54398,9.82825,4.06976,3.48639,2.13201,141.12749,0.02344,10.09048,8.75397,8.34127,9.759403935,9.83442644
23,212.05778,132.34129,147.85667,313.0061,176.78659,3449765,41.97275,6.56,25.929,6.56,143.1115,6.33,0.42475,6.56,0,5,0,0,9.22917,7.79099,0.85592,1.6281,3.8066,114.47884,0,10.04921,8.70635,8.30159,9.673939711,9.78991448
24,237.70422,125.62504,142.96826,313.10061,176.54573,3457465,37.56284,6.5,20.47264,6.56,178.99144,6.28,0.42475,6.56,0,5,0,0,9.44444,9.06884,2.23907,1.17308,3.66476,132.34822,0,10.00794,8.65873,8.2619,9.645626445,9.776957948
25,193.80772,128.85564,137.33596,313.15549,176.55996,3461954,37.82675,6.5,21.583,6.61,133.6255,6.28,0.42475,6.61,0,5,0,0,9.00463,9.17889,2.84715,2.97705,0.62542,145.00725,0,9.96667,8.61111,8.22222,9.742264953,9.738522377
26,190.37875,122.62114,139.45191,313.21037,176.36128,3466448,36.68668,6.39,22.15128,6.5,130.67888,6.11,0.42475,6.5,0,5,0,0,9.56713,8.82271,1.95989,2.22869,5.79196,142.28308,0,9.9254,8.56349,8.18254,9.578526251,9.711242927
27,170.88179,129.59244,138.28295,313.2439,176.50318,3469194,35.15103,6.06,21.04388,6.06,113.90598,6,0.42475,6.06,0,5,0,0,8.24537,9.66482,2.52969,0.69658,1.30251,147.70583,0,9.88413,8.51587,8.14286,9.551436363,9.679382073
28,202.33764,119.5039,132.33538,313.31402,176.97574,3474935,34.26246,6.11,20.40616,6.06,146.86836,5.94,0.42475,6.06,0,5,0,0,9.06944,8.51478,2.7631,0.90131,3.53559,148.55629,0,9.84286,8.46825,8.10317,9.502918362,9.581484697
29,178.13647,116.24496,125.83876,313.36585,177.51321,3479179,33.51088,6.5,20.31448,6.28,123.51608,5.89,0.42475,6.28,0,5,0,0,9.83565,7.94147,4.90988,2.84168,8.18476,117.00091,0.00258,9.80159,8.42063,8.06349,9.513776363,9.504909336
30,188.8768,98.7317,123.36976,313.44207,177.38732,3485431,33.28079,5.83,20.42084,5.89,134.40614,5.94,0.42475,5.89,0,5,0,0,9.25231,7.10976,4.61017,1.84114,3.61301,107.06675,4.08594,9.76032,8.37302,8.02381,9.540412809,9.447717335
31,178.36318,109.84043,125.41604,313.5,177.44245,3490198,31.08394,5.78,19.71824,5.56,126.79404,6.17,0.42475,5.56,0,5,0,0,9.71528,6.16982,2.48585,2.0629,1.56675,144.53008,2.625,9.71905,8.3254,7.98413,9.565313143,9.437473821
32,172.89383,103.09585,125.14682,313.55793,177.39253,3494966,29.28425,5.06,18.363,4.83,124.5405,6.39,0.42475,4.83,0,5,0,0,9.50926,5.55898,0.13089,3.55036,0.201,157.80348,0.20313,9.67778,8.27778,7.94444,9.572064686,9.431428204
33,168.9831,104.28607,123.47839,313.60976,176.91641,3499231,27.42003,5.22,16.90788,4.83,124.01998,6.61,0.42475,4.83,0,5,0,0,9.24306,4.05488,-4.68303,2.70207,0.52736,162.00337,0,9.63651,8.23016,7.90476,9.550073945,9.389821245
34,173.63063,106.8082,123.51617,313.66463,177.29789,3503748,27.32344,5.89,18.70024,5.56,126.81104,6.89,0.42475,5.56,0,5,0,0,9.57407,5.50471,-3.07221,2.52082,1.42416,161.87061,0.01047,9.59524,8.18254,7.86508,9.523003472,9.423611111
35,145.46206,111.73912,124.78196,313.69207,177.4295,3506006,25.83731,6.78,16.91676,6.44,102.04846,7.11,0.42475,6.44,0,5,0,0,9.56019,7.79172,0.88623,2.4348,1.4397,162.61748,0.00375,9.55397,8.13492,7.8254,9.440425669,9.517087834
36,121.71431,123.21625,122.9801,313.68902,177.45135,3505755,27.91542,7.28,20.30032,7,72.56972,7.22,0.42475,7,0,5,0,0,9.92824,10.06834,4.48403,3.41493,4.72581,150.38568,0,9.5127,8.0873,7.78571,9.371270576,9.635850694
37,149.0894,104.37108,112.89156,313.72561,177.40066,3508768,27.3517,6.78,16.6032,6.61,104.4922,7.39,0.42475,6.61,0,5,0,0,9.98611,11.11357,4.4477,2.86053,0.7043,164.31007,0.40262,9.47143,8.03968,7.74603,9.384596836,9.66330697
38,150.42132,100.43202,112.83488,313.76524,177.38313,3512046,27.36707,5.72,16.29372,5.72,106.12862,7.5,0.42475,5.72,0,5,0,0,9.78009,9.09835,0.19804,4.12604,2.4419,171.11674,0,9.43016,7.99206,7.70635,9.429864326,9.529465664
39,142.93992,111.39906,112.26811,313.78963,177.04421,3514063,26.83616,5.06,17.27136,5.06,98.10256,7.83,0.42475,5.06,0,5,0,0,9.98843,4.65596,-3.4255,4.87672,0.83967,165.96931,0,9.38889,7.94444,7.66667,9.51171875,9.369823817
40,151.01643,118.42703,110.83937,313.81402,177.08498,3516080,25.50701,5,16.30796,4.94,108.51866,8.06,0.42475,4.94,0,5,0,0,9.9537,4.06805,-2.84042,3.75414,0.36032,176.68541,0,9.36111,7.9375,7.66667,9.485419882,9.334956919
41,154.78546,118.17198,112.51607,313.84146,177.29179,3518350,25.82194,5.61,18.49624,5.39,109.59204,8,0.42475,5.39,0,5,0,0,9.25926,5.40354,-2.08834,2.56328,0.97044,177.51048,0,9.33333,7.93056,7.66667,9.375208976,9.389756944
42,150.10959,117.09512,114.71231,313.86585,177.44499,3520367,24.60383,6.11,17.23268,6,107.47078,8,0.42475,6,0,5,0,0,9.30787,8.08554,-0.66498,1.31385,4.52772,164.06064,0.00181,9.30556,7.92361,7.66667,9.277424126,9.361850566
43,165.04404,118.00195,112.70499,313.90549,177.46964,3523645,24.12501,6,17.35596,5.89,122.74666,8.11,0.42475,5.89,0,5,0,0,9.27315,8.17836,2.11074,2.90776,0.67734,179.80382,0.00301,9.27778,7.91667,7.66667,9.201083462,9.33042374
44,164.27889,108.96194,114.48796,313.95122,177.64075,3527427,23.83865,5.89,17.6454,5.94,121.9509,8.22,0.42475,5.94,0,5,0,0,9.79398,7.6968,2.42428,2.40692,2.54392,182.05998,0.00376,9.25,7.90972,7.66667,9.043997557,9.226964378
45,240.42473,103.35089,113.41346,314.06402,177.73069,3536772,37.25985,6.78,38.5506,6.94,162.3201,7.89,3.22958,6.94,0,5,0,0,9.05324,5.31863,4.08894,7.86547,9.66186,46.5036,0.00781,9.22222,7.90278,7.66667,8.791972094,9.054574974
46,506.41087,79.54646,110.63864,314.42073,178.03036,3566458,154.41533,6.94,108.71668,7.11,229.01978,7.89,26.96487,7.11,0,5,0,0,8.8588,6.53137,5.74233,9.63027,9.88917,60.27816,35.40625,9.19444,7.89583,7.66667,8.733265818,8.875614348
47,630.90236,64.81039,110.56779,314.89024,177.97104,3605780,177.99583,5.61,162.40468,5.94,257.88278,7.72,45.12607,5.94,0,5,0,0,8.46065,4.76869,1.9193,5.72707,9.65401,128.73494,57.65854,9.16667,7.88889,7.66667,8.828350051,8.622876689
48,479.09246,59.59609,112.55149,315.2378,178.07495,3635082,106.6387,5.56,97.1852,5.5,261.8542,7.11,23.06408,5.5,0,5,0,0,8.56713,2.54238,1.09986,5.56949,9.89971,95.07368,6.64063,9.13889,7.88194,7.66667,8.989020705,8.412324991
49,404.81697,82.29531,113.23634,315.50305,177.93331,3657565,76.35265,5.83,73.9194,6.11,246.8449,7,15.19389,6.11,0,5,0,0,8.27546,2.80046,0.39908,2.39683,7.6049,119.75552,38.53906,9.11111,7.875,7.66667,9.036249357,8.311101466
